C0000744	abetalipoproteinemia
C1866552	paragangliomas 2 (disorder)
C1866555	tympanic nerve tumors (glomus tympanicum)
C1866558	neural tube defect, folate-sensitive
C1866560	iridogoniodysgenesis, type 1 (disorder)
C1866636	charcot-marie-tooth disease, type 4c
C1866656	stapes ankylosis with broad thumb and toes (disorder)
C1866688	spondylometaphyseal dysplasia, algerian type
C1866730	rhizomelia
C1866751	spinocerebellar tract degeneration
C1866785	spheroid body myopathy
C1866855	spastic paraplegia 4, autosomal dominant
C1866959	sella turcica, bridged
C1866994	ulnar-mammary syndrome
C1867005	scapuloperoneal syndrome, neurogenic, kaeser type
C1867020	scalp-ear-nipple syndrome
C1867060	lacrimal puncta, absence of
C1867155	ring dermoid of cornea
C1867299	retinitis pigmentosa 10
C1867300	retinitis pigmentosa 9
C1867439	pterygium, antecubital
C1867440	multiple pterygium syndrome, autosomal dominant
C1867457	premature occlusive vascular disease
C1867616	dermoid choristoma of eye proper
C1867773	dementia, familial british
C1867782	presacral teratoma
C1867801	preaxial deficiency, postaxial polydactyly and hypospadias
C1867904	long qt syndrome 5
C1867968	porphyria cutanea tarda, type i
C1867981	porokeratosis, disseminated superficial actinic, 1
C1867983	porencephaly, familial
C1868072	small intestine carcinoid
C1868114	polydactyly, preaxial ii (disorder)
C1868118	orofaciodigital syndrome 5
C1868193	pneumothorax, primary spontaneous
C1868310	pigmented paravenous chorioretinal atrophy
C1868496	crusting erythematous dermatitis
C1868569	patterned dystrophy of retinal pigment epithelium
C1868570	char syndrome
C1868581	patella aplasia, coxa vara, tarsal synostosis
C1868594	perry syndrome
C1868595	parkinson disease 1, autosomal dominant (disorder)
C1868597	parietal foramina with cleidocranial dysplasia
C1868598	parietal foramina
C1868616	parastremmatic dwarfism
C1868675	parkinson disease 2, autosomal recessive juvenile
C1868678	thanatophoric dysplasia, type i (disorder)
C1868679	griscelli syndrome, type 2
C1868681	dystonia 12
C1868682	paroxysmal kinesigenic choreoathetosis
C1868684	ear, patella, short stature syndrome
C1868720	periventricular nodular heterotopia
C1869114	weill-marchesani syndrome, autosomal recessive
C1869117	paroxysmal nonkinesigenic dyskinesia
C1869118	hypothyroidism, congenital, due to thyroid dysgenesis
C1869122	ehlers-danlos syndrome, progeroid form
C1869123	limb-girdle muscular dystrophy type 2a
C1876161	ceroid lipofuscinosis, neuronal, 2
C1876175	ataxia-telangiectasia variant
C1876182	night blindness, congenital stationary, autosomal dominant 2
C1876185	dysgnathia complex
C1876187	tumoral calcinosis, hyperphosphatemic, familial
C1876203	frontonasal dysplasia
C1879286	hereditary bundle branch system defect
C1879312	agyria
C1879321	acute myeloid leukemia (aml-m2)
C1879362	hypertyrosinemia
C1879677	alcohol toxicity
C1955934	trichothiodystrophy syndromes
C1956093	paris-trousseau thrombocytopenia
C1956097	wolf-hirschhorn syndrome
C1956125	alagille syndrome 1
C1956147	microlissencephaly
C1956257	pulmonary stenosis
C1956346	coronary artery disease
C1956391	temporal arteritis
C1959620	dihydropyrimidine dehydrogenase deficiency
C1959626	mevalonic aciduria
C1960397	philadelphia chromosome-positive acute lymphoblastic leukemia
C1960459	hereditary angioedema with normal c1 esterase inhibitor activity
C1960469	left ventricular noncompaction
C1960539	aromatase deficiency
C1960546	myxoma of heart
C1961102	precursor cell lymphoblastic leukemia lymphoma
C1961835	gaucher disease, type 1
C1963674	spinocerebellar ataxia 10
C1963905	infantile free sialic acid storage disease
C1963946	laryngeal dystonia
C1968550	mental retardation, x-linked, syndromic 13
C1968556	encephalopathy, neonatal severe, due to mecp2 mutations
C1968593	respiratory distress syndrome in premature infants
C1968602	surfactant metabolism dysfunction, pulmonary, 1
C1968603	osteopetrosis, autosomal recessive 5
C1968619	corticomedullary renal cysts
C1968689	hyper-immunoglobulin e syndrome, autosomal recessive
C1968804	plasminogen deficiency, type i
C1968845	primary lateral sclerosis, adult, 1
C1969024	cardiomyopathy, dilated, 1x
C1969029	lissencephaly 3
C1969038	renal tubular acidosis, distal, with hemolytic anemia (disorder)
C1969040	muscular dystrophy, limb-girdle, type 2m
C1969052	meckel syndrome, type 5
C1969053	joubert syndrome 7
C1969054	glycogen storage disease 0, muscle
C1969056	leopard syndrome 2
C1969057	noonan syndrome 5
C1969060	premature ovarian failure 5
C1969063	cavitary optic disc anomalies
C1969081	arrhythmogenic right ventricular dysplasia, familial, 12
C1969084	pontocerebellar hypoplasia type 6
C1969086	tyrosine kinase 2 deficiency
C1969106	osteopetrosis, autosomal recessive 4
C1969443	trifunctional protein deficiency with myopathy and neuropathy
C1969562	mental retardation, autosomal dominant 1
C1969621	deafness, autosomal recessive 63
C1969623	neurofibromatosis, type 1-like syndrome
C1969639	cardiomyopathy, dilated, 1w
C1969645	ataxia, spastic, 3, autosomal recessive
C1969651	macular degeneration, age-related, 9
C1969652	brachydactyly, type b2 (disorder)
C1969655	lethal congenital contractural syndrome 3
C1969657	atrial septal defect 4
C1969697	repetitive compulsive behavior
C1969783	persistent hyperplastic primary vitreous, autosomal recessive
C1969785	muscular dystrophy, limb-girdle, type 2l (disorder)
C1969796	ataxia, spastic, 2, autosomal recessive (disorder)
C1969799	severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation
C1969809	isobutyryl-coa dehydrogenase deficiency
C1970005	asphyxiating thoracic dystrophy 2
C1970009	spastic paraplegia 32, autosomal recessive
C1970011	charcot-marie-tooth disease, type 4j
C1970021	congenital disorder of glycosylation, type iih
C1970027	hypertelorism, severe, with midface prominence, myopia, mental retardation, and bone fragility
C1970107	ataxia, spastic, 1, autosomal dominant
C1970109	aromatase excess syndrome
C1970112	aplasia cutis congenita over the scalp vertex
C1970119	cardiac arrhythmia, ankyrin-b-related
C1970163	retinitis pigmentosa 37 (disorder)
C1970173	acyl-coa dehydrogenase family, member 9, deficiency of
C1970180	leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation
C1970187	deafness, sensorineural, and male infertility
C1970199	mental retardation, autosomal recessive 5
C1970200	mental retardation, autosomal recessive 12
C1970207	inflammatory bowel disease 10
C1970211	spinal muscular atrophy, distal, autosomal recessive, 4
C1970236	microphthalmia, posterior, with retinitis pigmentosa, foveoschisis, and optic disc drusen
C1970237	microphthalmia, isolated 3
C1970239	deafness, autosomal recessive, 24
C1970253	phosphoserine aminotransferase deficiency
C1970269	choreoathetosis, hypothyroidism, and neonatal respiratory distress
C1970291	tooth agenesis, selective, 3
C1970298	progressive familial heart block, type ib
C1970309	renal tubular acidosis, proximal, with ocular abnormalities and mental retardation
C1970344	congenital disorder of glycosylation, type iif
C1970414	osteogenesis imperfecta, type v
C1970416	xfe progeroid syndrome
C1970431	pitt-hopkins syndrome
C1970440	coronary artery disease, autosomal dominant 2 (disorder)
C1970456	surfactant metabolism dysfunction, pulmonary, 3
C1970470	surfactant metabolism dysfunction, pulmonary, 2 (disorder)
C1970479	branchiootorenal syndrome 2
C1970483	vesicoureteral reflux 2
C1970712	multiple endocrine neoplasia, type iv
C1970757	tooth agenesis, selective, x-linked, 1
C1970822	mental retardation, x-linked, syndromic 14
C1970827	phosphoribosylpyrophosphate synthetase superactivity
C1970841	mental retardation, x-linked 93 (disorder)
C1970848	phosphoglycerate kinase 1 deficiency
C1970859	atypical mycobacteriosis, familial, x-linked 2
C1970879	atypical mycobacteriosis, familial, x-linked 1 (disorder)
C2020284	stickler syndrome, type 1
C2025392	polar cataract
C2051831	pectus excavatum
C2063326	cardiomyopathy, right ventricular
C2063866	depressive disorder, treatment-resistant
C2112129	postaxial foot polydactyly
C2235909	malformation of the nose
C2239176	liver carcinoma
C2239351	deafness, autosomal recessive 74
C2242472	infection of bone
C2267233	neonatal hypotonia
C2315100	pediatric failure to thrive
C2315541	diverticulum of renal calyx
C2316810	chronic kidney disease stage 5
C2362914	clinical depression
C2363129	benign rolandic epilepsy
C2363903	angiocentric glioma
C2584774	congenital hypofibrinogenemia
C2607914	allergic rhinitis (disorder)
C2607929	carney complex, type 1
C2608083	cholestasis, benign recurrent intrahepatic 2
C2608087	neuronopathy, distal hereditary motor, type iib
C2609071	olmsted syndrome
C2609268	low phospholipid-associated cholelithiasis
C2609414	acute kidney injury
C2613439	extramedullary hematopoiesis (disorder)
C2673186	aortic aneurysm, familial thoracic 6
C2673187	erythrocytosis, familial, 4
C2673193	brugada syndrome 2
C2673195	angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps
C2673196	lipoprotein glomerulopathy
C2673198	familial cold autoinflammatory syndrome 2
C2673257	epilepsy, progressive myoclonic 3
C2673377	mucolipidosis ii alpha/beta (disorder)
C2673431	periventricular white matter abnormalities
C2673535	dystonia, dopa-responsive, with or without hyperphenylalaninemia, autosomal recessive (disorder)
C2673536	combined cellular and humoral immune defects with granulomas
C2673597	congenital localized absence of skin
C2673609	epidermolysis bullosa inversa dystrophica
C2673630	hypothyroidism, congenital, nongoitrous, 5 (disorder)
C2673635	combined saposin deficiency
C2673642	combined oxidative phosphorylation deficiency 5
C2673648	hypomagnesemia 4, renal
C2673677	myopathy, early-onset, with fatal cardiomyopathy
C2673759	deafness, autosomal recessive 1a (disorder)
C2673873	bardet-biedl syndrome 13
C2673885	renal hepatic pancreatic dysplasia dandy walker cyst
C2673923	amelogenesis imperfecta, type ic
C2674171	dwarfism, lethal micromelic
C2674173	achondroplasia, severe, with developmental delay and acanthosis nigricans
C2674218	spherocytosis, type 1 (disorder)
C2674219	spherocytosis, hereditary, 2
C2674321	thrombophilia, hereditary, due to protein c deficiency, autosomal dominant
C2674574	aortic aneurysm, familial thoracic 3
C2674705	osteolysis, hereditary, of carpal bones with or without nephropathy
C2674723	ras-associated autoimmune leukoproliferative disorder
C2675014	mullerian aplasia and hyperandrogenism
C2675059	macrocytic anemia, refractory
C2675179	arginine:glycine amidinotransferase deficiency
C2675184	exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis
C2675186	leber congenital amaurosis 13
C2675187	microcephaly, primary autosomal recessive, 7 (disorder)
C2675192	spherocytosis, type 5
C2675204	polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract
C2675210	cone-rod dystrophy 12 (disorder)
C2675211	episodic ataxia, type 6 (disorder)
C2675212	spherocytosis, type 4
C2675227	endocrine-cerebroosteodysplasia
C2675229	ciliary dyskinesia, primary, 11
C2675236	deafness, autosomal dominant 2b
C2675237	deafness, autosomal dominant 3b
C2675336	duplication 15q11-q13 syndrome
C2675369	chromosome 22q11.2 microduplication syndrome
C2675459	adenylate kinase deficiency, hemolytic anemia due to
C2675463	chromosome 15q26-qter deletion syndrome
C2675473	mental retardation, autosomal dominant 5
C2675481	colorectal cancer, susceptibility to, 10
C2675487	mental retardation, autosomal dominant 4
C2675488	mental retardation, autosomal dominant 3
C2675491	amyotrophic lateral sclerosis 11
C2675496	retinitis pigmentosa 46
C2675512	diamond-blackfan anemia 7
C2675520	breast-ovarian cancer, familial, susceptibility to, 2
C2675525	focal segmental glomerulosclerosis 4, susceptibility to
C2675526	neutropenia, severe congenital, autosomal recessive 4
C2675527	myopathy, congenital, compton-north
C2675528	spastic paraplegia 42, autosomal dominant
C2675730	deafness, congenital, and onychodystrophy, autosomal dominant
C2675746	craniodiaphyseal dysplasia, autosomal dominant (disorder)
C2675750	deafness, autosomal dominant 3a (disorder)
C2675859	diamond-blackfan anemia 5
C2675866	diabetes mellitus, insulin-dependent, 20 (disorder)
C2675993	pancreatic squamous cell carcinoma
C2676023	hypercarotenemia and vitamin a deficiency, autosomal dominant
C2676137	diamond-blackfan anemia 1
C2676191	pituitary adenoma, familial isolated (disorder)
C2676231	skeletal defects, genital hypoplasia, and mental retardation
C2676243	leukodystrophy, hypomyelinating, with hypodontia and hypogonadotropic hypogonadism
C2676244	leukodystrophy, hypomyelinating, 6
C2676254	prickle1-related progressive myoclonus epilepsy with ataxia
C2676281	dystonia 17, torsion, autosomal recessive (disorder)
C2676285	bone fragility with contractures, arterial rupture, and deafness
C2676465	pontocerebellar hypoplasia type 2c
C2676466	pontocerebellar hypoplasia type 2b
C2676510	spondylocheirodysplasia, ehlers-danlos syndrome-like
C2676676	breast-ovarian cancer, familial, susceptibility to, 1
C2676723	jervell and lange-nielsen syndrome 2 (disorder)
C2676732	spastic paraplegia 38, autosomal dominant (disorder)
C2676739	chromosome 2q32-q33 deletion syndrome
C2676759	thrombophilia due to protein c deficiency, autosomal recessive
C2676766	osteopetrosis, autosomal recessive 7
C2676767	cd59 deficiency
C2676770	birk-barel mental retardation dysmorphism syndrome
C2676771	joubert syndrome 8 (disorder)
C2676772	microtia, hearing impairment, and cleft palate
C2676782	nephrolithiasis-osteoporosis, hypophosphatemic, 2
C2676786	nephrolithiasis-osteoporosis, hypophosphatemic, 1
C2676788	joubert syndrome 9 (disorder)
C2676790	meckel syndrome, type 6 (disorder)
C2677065	ichthyosis, congenital, autosomal recessive 6
C2677092	myd88 deficiency
C2677099	crouzon syndrome with acanthosis nigricans (disorder)
C2677109	leukodystrophy, hypomyelinating, 4
C2677132	maturity-onset diabetes of the young, type 9 (disorder)
C2677180	congenital microcephaly
C2677299	cerebroretinal microangiopathy with calcifications and cysts (disorder)
C2677326	epileptic encephalopathy, early infantile, 4
C2677338	cardiomyopathy, dilated, 1aa
C2677349	epidermolysis bullosa simplex with pyloric atresia
C2677434	orofacial cleft 11
C2677481	ectodermal dysplasia, anhidrotic, with t-cell immunodeficiency, autosomal dominant
C2677491	cardiomyopathy, familial hypertrophic, 12
C2677500	oculoauricular syndrome
C2677506	cardiomyopathy, familial hypertrophic, 11
C2677535	alopecia, neurologic defects, and endocrinopathy syndrome
C2677549	hypouricemia, renal, 2
C2677565	amyotrophic lateral sclerosis 10 (disorder)
C2677567	dystonia 16 (disorder)
C2677586	spastic paraplegia 39, autosomal recessive
C2677587	cataract, juvenile, with microcornea and glucosuria
C2677589	spinocerebellar ataxia, autosomal recessive 9
C2677590	congenital disorder of glycosylation, type in
C2677608	thrombocytopenia 4
C2677613	chromosome 15q13.3 microdeletion syndrome
C2677637	deafness, autosomal dominant 2a
C2677774	age-related macular degeneration type 11
C2677792	riddle syndrome
C2677794	stress-induced polymorphic ventricular tachycardia
C2677877	surfactant metabolism dysfunction, pulmonary, 4
